"Velocity: Magnitude (m/s)","X (m)","Y (m)","Z (m)"
0.11334760539163,0.17488,0.162184,0
0.114866766181418,0.162184,0.17488,0
0.0992843207828831,0.17488,0.1499585,0
0.100893426262192,0.162184,0.162184,0
0.102418198309915,0.1499585,0.17488,0
0.0861404418257828,0.17488,0.138202,0
0.087796548916672,0.162184,0.1499585,0
0.0893774074733024,0.1499585,0.162184,0
0.0909061328720275,0.138202,0.17488,0
0.0739899646491797,0.17488,0.126912,0
0.0756528270209953,0.162184,0.138202,0
0.0772533560801046,0.1499585,0.1499585,0
0.0788007967103459,0.138202,0.162184,0
0.0803265319361991,0.126912,0.17488,0
0.0628721255983559,0.17488,0.116083,0
0.0645115100649251,0.162184,0.126912,0
0.0660973981107661,0.1499585,0.138202,0
0.0676355532337681,0.138202,0.1499585,0
0.0691400829277783,0.126912,0.162184,0
0.0706509326438036,0.116083,0.17488,0
0.0528060936183468,0.17488,0.105709,0
0.0543874430268912,0.162184,0.116083,0
0.0559362865831183,0.1499585,0.126912,0
0.0574395660232469,0.138202,0.138202,0
0.0589038818202339,0.126912,0.1499585,0
0.0603525632735189,0.116083,0.162184,0
0.0618359535378473,0.105709,0.17488,0
0.043788750718903,0.17488,0.0957825,0
0.0452850712276595,0.162184,0.105709,0
0.0467687038300438,0.1499585,0.116083,0
0.0482180578981213,0.138202,0.126912,0
0.049627475220428,0.126912,0.138202,0
0.0510049482908561,0.116083,0.1499585,0
0.0523857232560418,0.105709,0.162184,0
0.0538280854130562,0.0957825,0.17488,0
0.0357933531417269,0.17488,0.086295,0
0.0371870964672069,0.162184,0.0957825,0
0.0385824033861238,0.1499585,0.105709,0
0.0399575173743144,0.138202,0.116083,0
0.0412983539259757,0.126912,0.126912,0
0.042600295748285,0.116083,0.138202,0
0.0438801176001256,0.105709,0.1499585,0
0.0451816445030257,0.0957825,0.162184,0
0.0465691380395926,0.086295,0.17488,0
0.02877934756513,0.17488,0.0772365,0
0.0300558293277175,0.162184,0.086295,0
0.0313476679759425,0.1499585,0.0957825,0
0.0326331334746961,0.138202,0.105709,0
0.03389138985204,0.126912,0.116083,0
0.0351115308859502,0.116083,0.126912,0
0.0362960858152451,0.105709,0.138202,0
0.0374692617489483,0.0957825,0.1499585,0
0.0386816320355393,0.086295,0.162184,0
0.0399996765979694,0.0772365,0.17488,0
0.0226961154671382,0.17488,0.068596,0
0.0238442197486888,0.162184,0.0772365,0
0.0250202765498634,0.1499585,0.086295,0
