"Velocity: Magnitude (m/s)","X (m)","Y (m)","Z (m)"
0.0333750877519694,0.17488,0.162184,0
0.0338424908571274,0.162184,0.17488,0
0.0300146583786151,0.17488,0.1499585,0
0.0303825466843028,0.162184,0.162184,0
0.0308017556807259,0.1499585,0.17488,0
0.0269194436392052,0.17488,0.138202,0
0.0272072959288264,0.162184,0.1499585,0
0.0275359465861426,0.1499585,0.162184,0
0.0279074788367208,0.138202,0.17488,0
0.0240700144721038,0.17488,0.126912,0
0.0242943263277873,0.162184,0.138202,0
0.0245495037395559,0.1499585,0.1499585,0
0.0248397634907765,0.138202,0.162184,0
0.0251637952715928,0.126912,0.17488,0
0.021446440811733,0.17488,0.116083,0
0.0216226526450116,0.162184,0.126912,0
0.0218201756775834,0.1499585,0.138202,0
0.0220444786443079,0.138202,0.1499585,0
0.0222966402652138,0.126912,0.162184,0
0.0225726377137343,0.116083,0.17488,0
0.0190312740095131,0.17488,0.105709,0
0.0191733969281087,0.162184,0.116083,0
0.019327353678071,0.1499585,0.126912,0
0.019499637803378,0.138202,0.138202,0
0.0196934689967571,0.126912,0.1499585,0
0.0199070754560008,0.116083,0.162184,0
0.0201347363797493,0.105709,0.17488,0
0.0168089354053002,0.17488,0.0957825,0
0.0169291271391535,0.162184,0.105709,0
0.0170515521359524,0.1499585,0.116083,0
0.017184832800936,0.138202,0.126912,0
0.0173327674681074,0.126912,0.138202,0
0.0174956629889189,0.116083,0.1499585,0
0.0176704281909953,0.105709,0.162184,0
0.0178495706254333,0.0957825,0.17488,0
0.0147651553305203,0.17488,0.086295,0
0.0148735642462325,0.162184,0.0957825,0
0.0149752673629239,0.1499585,0.105709,0
0.0150808009582863,0.138202,0.116083,0
0.0151944447143619,0.126912,0.126912,0
0.0153175480891769,0.116083,0.138202,0
0.0154491658831521,0.105709,0.1499585,0
0.0155849379556229,0.0957825,0.162184,0
0.0157156104040317,0.086295,0.17488,0
0.0128869295914918,0.17488,0.0772365,0
0.012992655508737,0.162184,0.086295,0
0.0130829513605207,0.1499585,0.0957825,0
0.013170112821941,0.138202,0.105709,0
0.0132594811764023,0.126912,0.116083,0
0.013353129938592,0.116083,0.126912,0
0.0134509448050734,0.105709,0.138202,0
0.0135510787848531,0.0957825,0.1499585,0
0.0136479976633948,0.086295,0.162184,0
0.0137303419667402,0.0772365,0.17488,0
0.0111624134661065,0.17488,0.068596,0
0.0112734737208377,0.162184,0.0772365,0
0.0113601563790085,0.1499585,0.086295,0
0.0114369006201792,0.138202,0.0957825,0
0.0115105861829694,0.126912,0.105709,0
0.0115837529023438,0.116083,0.116083,0
0.0116568240318136,0.105709,0.126912,0
0.011729018482429,0.0957825,0.138202,0
0.0117978086212621,0.086295,0.1499585,0
0.0118562123081035,0.0772365,0.162184,0
0.0118904079344146,0.068596,0.17488,0
0.00958095150217713,0.17488,0.0603625,0
0.00970426784366281,0.162184,0.068596,0
0.00979393374591744,0.1499585,0.0772365,0
0.00986696385811287,0.138202,0.086295,0
0.00993198601681864,0.126912,0.0957825,0
0.00999235839557974,0.116083,0.105709,0
0.0100486624876371,0.105709,0.116083,0
0.0101006485007628,0.0957825,0.126912,0
0.010147279463278,0.086295,0.138202,0
0.0101851764251724,0.0772365,0.1499585,0
0.0102055527310315,0.068596,0.162184,0
0.0101919102053187,0.0603625,0.17488,0
0.00813273408260323,0.17488,0.052524,0
0.00827452918576415,0.162184,0.0603625,0
0.00837278495047543,0.1499585,0.068596,0
0.00844753132899725,0.138202,0.0772365,0
0.00850954412079829,0.126912,0.086295,0
0.00856333970743703,0.116083,0.0957825,0
0.00860975563983015,0.105709,0.105709,0
0.00864851929312444,0.0957825,0.116083,0
0.00867930965076799,0.086295,0.126912,0
0.00870081174229893,0.0772365,0.138202,0
0.0087085214903983,0.068596,0.1499585,0
0.00869157284306083,0.0603625,0.162184,0
0.0086301713766583,0.052524,0.17488,0
0.00849346456985233,0.0450685,0.1880465,0
0.00824205260814077,0.037983,0.20168,0
0.00680829345991368,0.17488,0.0450685,0
0.00697462507831768,0.162184,0.052524,0
0.00708646972484877,0.1499585,0.0603625,0
0.0071671693766251,0.138202,0.068596,0
